"department","publisher","books","percent"
"Anthropology","Harwood Academic Publishers",2,0.07432181345224824
"Anthropology","Brynmill Press",1,0.03716090672612412
"Anthropology","I.B. Tauris",1,0.03716090672612412
"Anthropology","Thames and Hudson",10,0.37160906726124115
"Anthropology","Mcgill Queens Univ Pr",1,0.03716090672612412
"Anthropology","Oxford University Press, for Wenner-Gren Foundation for Anthropological Research",4,0.14864362690449648
"Anthropology","Mildred Lane Kemper Art Museum, Washington University in St. Louis",1,0.03716090672612412
"Anthropology","Mus�e du quai Branly",1,0.03716090672612412
"Anthropology","Metropolitan Books/Henry Holt and Co",1,0.03716090672612412
"Anthropology","Auckland University Press",1,0.03716090672612412
"Anthropology","Middlesex University Press",1,0.03716090672612412
"Anthropology","Waanders",1,0.03716090672612412
"Anthropology","Black Dog Publishing",1,0.03716090672612412
"Anthropology","NAi Publishers",1,0.03716090672612412
"Anthropology","Beck",1,0.03716090672612412
"Anthropology","Hatje Cantz",1,0.03716090672612412
"Anthropology","Reaktion",3,0.11148272017837235
"Anthropology","Picador",4,0.14864362690449648
"Anthropology","Thames & Hudson",5,0.18580453363062058
"Anthropology","University of Toronto Press",1,0.03716090672612412
"Anthropology","Object-Australian Centre for Craft and Design",1,0.03716090672612412
"Anthropology","W. de Gruyter",1,0.03716090672612412
"Anthropology","University of Hawai?i Press",1,0.03716090672612412
"Anthropology","Chapman & Hall",4,0.14864362690449648
"Anthropology","PYRRHIC HOUSE",1,0.03716090672612412
"Anthropology","University of Hawaii Press",1,0.03716090672612412
"Anthropology","University of Illinois Press",2,0.07432181345224824
"Anthropology","British Museum Press",1,0.03716090672612412
"Anthropology","UBC Press",2,0.07432181345224824
"Anthropology","Center for African Art",1,0.03716090672612412
"Anthropology","Weatherhill",1,0.03716090672612412
"Anthropology","Viking in association with the Asia Society Galleries, New York",2,0.07432181345224824
"Anthropology","University of Virginia",3,0.11148272017837235
"Anthropology","Phaidon",3,0.11148272017837235
"Anthropology","United Nations",1,0.03716090672612412
"Anthropology","KPI",1,0.03716090672612412
"Anthropology","Sage Publications in association with The Book Review Literary Trust, New Delhi",1,0.03716090672612412
"Anthropology","Population Council",4,0.14864362690449648
"Anthropology","Temple University Press",2,0.07432181345224824
"Anthropology","Waveland Press",1,0.03716090672612412
"Anthropology","Blackwell Science",7,0.2601263470828688
"Anthropology","Island Press",6,0.2229654403567447
"Anthropology","Blackwell Scientific Publications",1,0.03716090672612412
"Anthropology","David Philip",3,0.11148272017837235
"Anthropology","International African Institute in association with James Currey",1,0.03716090672612412
"Anthropology","Overseas Development Institute",3,0.11148272017837235
"Anthropology","James Currey",5,0.18580453363062058
"Anthropology","Center for Pacific Islands Studies, School of Hawiian Asian, and Pacific Studies, University of Hawa",1,0.03716090672612412
"Anthropology","University of Notre Dame Press",1,0.03716090672612412
"Anthropology","Ballantine Books",1,0.03716090672612412
"Anthropology","Curzon",1,0.03716090672612412
"Anthropology","Harwood Acadmeic Publishers",1,0.03716090672612412
"Anthropology","Pine Forge Press",1,0.03716090672612412
"Anthropology","Leicester University Press",2,0.07432181345224824
"Anthropology","New York University Press",1,0.03716090672612412
"Anthropology","Bergin & Garvey",4,0.14864362690449648
"Anthropology","Springer Vienna Architecture",6,0.2229654403567447
"Anthropology","I.R. Dee",1,0.03716090672612412
"Anthropology","University of British Columbia Press",1,0.03716090672612412
"Anthropology","Monash University ePress",1,0.03716090672612412
"Anthropology","RoutledgeCurzon",1,0.03716090672612412
"Anthropology","Kegan Paul International",1,0.03716090672612412
"Anthropology","Eastbridge",1,0.03716090672612412
"Anthropology","Duke University Press Books",6,0.2229654403567447
"Anthropology","M.E. Sharpe",1,0.03716090672612412
"Anthropology","New York",1,0.03716090672612412
"Anthropology","Rowman & Littlefield",2,0.07432181345224824
"Anthropology","Douglas & McIntyre",1,0.03716090672612412
"Anthropology","Duckworth",3,0.11148272017837235
"Anthropology","Prentice Hall",1,0.03716090672612412
"Anthropology","I. B. Tauris",1,0.03716090672612412
"Anthropology","Art Gallery of New South Wales",2,0.07432181345224824
"Anthropology","University of Cape Town Press",1,0.03716090672612412
"Anthropology","Knopf",1,0.03716090672612412
"Anthropology","Granta Books",2,0.07432181345224824
"Anthropology","Pluto",4,0.14864362690449648
"Anthropology","Palgrave",2,0.07432181345224824
"Anthropology","Lynne Rienner Publishers",1,0.03716090672612412
"Anthropology","Practical Action",2,0.07432181345224824
"Anthropology","J. Currey",4,0.14864362690449648
"Anthropology","L. Rienner Publishers",1,0.03716090672612412
"Anthropology","National Academies Press",2,0.07432181345224824
"Anthropology","Earthscan Publications",5,0.18580453363062058
"Anthropology","World Bank",2,0.07432181345224824
"Anthropology","Earthscan Publications Ltd",1,0.03716090672612412
"Anthropology","Earthscan",5,0.18580453363062058
"Anthropology","Pluto Press in association with Transnational Institute (TNI)",1,0.03716090672612412
"Anthropology","Melville House",1,0.03716090672612412
"Anthropology","IRL Press",1,0.03716090672612412
"Anthropology","Harvard Business School Press",1,0.03716090672612412
"Anthropology","ILR Press",2,0.07432181345224824
"Anthropology","Cornell Univ Pr",1,0.03716090672612412
"Anthropology","Simon & Schuster",1,0.03716090672612412
"Anthropology","Polity : Blackwell",1,0.03716090672612412
"Anthropology","L. Erlbaum Associates",1,0.03716090672612412
"Chemistry","Royal Society of Chemistry",2,5.882352941176471
"Chemistry","Oxford University Press",21,61.76470588235294
"Chemistry","Clarendon",2,5.882352941176471
"Chemistry","New York",2,5.882352941176471
"Chemistry","W.H. Freeman",1,2.9411764705882355
"Chemistry","Thomson Brooks/Cole",3,8.823529411764707
"Chemistry","Oxford University Press, USA",2,5.882352941176471
"Chemistry","Cambridge University Press",1,2.9411764705882355
"Bartlett School of Planning","Blackwell Science",3,2.1739130434782608
"Bartlett School of Planning","Lippincott",1,0.7246376811594203
"Bartlett School of Planning","Oxford University Press",5,3.6231884057971016
"Bartlett School of Planning","Princeton University Press",1,0.7246376811594203
"Bartlett School of Planning","Thomas Telford",5,3.6231884057971016
"Bartlett School of Planning","Brookings Institution Press",2,1.4492753623188406
"Bartlett School of Planning","Blackwell",2,1.4492753623188406
"Bartlett School of Planning","Wiley-Blackwell",2,1.4492753623188406
"Bartlett School of Planning","Cambridge University Press",5,3.6231884057971016
"Bartlett School of Planning","Routledge",45,32.608695652173914
"Bartlett School of Planning","Univ Coll Londo",2,1.4492753623188406
"Bartlett School of Planning","Edward Elgar",1,0.7246376811594203
"Bartlett School of Planning","Wiley",7,5.072463768115942
"Bartlett School of Planning","Pluto Press",1,0.7246376811594203
"Bartlett School of Planning","MIT Press",3,2.1739130434782608
"Bartlett School of Planning","Polity Press",1,0.7246376811594203
"Bartlett School of Planning","Abacus",3,2.1739130434782608
"Bartlett School of Planning","Sage",2,1.4492753623188406
"Bartlett School of Planning","Penguin Books, Limited",1,0.7246376811594203
"Bartlett School of Planning","TSO",1,0.7246376811594203
"Bartlett School of Planning","Ashgate",1,0.7246376811594203
"Bartlett School of Planning","Paul Chapman Publishing",1,0.7246376811594203
"Bartlett School of Planning","Spon Press",1,0.7246376811594203
"Bartlett School of Planning","Palgrave Macmillan",13,9.420289855072463
"Bartlett School of Planning","John Wiley & Sons",1,0.7246376811594203
"Bartlett School of Planning","McGraw-Hill",3,2.1739130434782608
"Bartlett School of Planning","Architectural Press",6,4.3478260869565215
"Bartlett School of Planning","Van Nostrand Reinhold",1,0.7246376811594203
"Bartlett School of Planning","Architectural",1,0.7246376811594203
"Bartlett School of Planning","John Wiley",1,0.7246376811594203
"Bartlett School of Planning","Financial Times/Prentice Hall",9,6.521739130434782
"Bartlett School of Planning","Thomson Learning",5,3.6231884057971016
"Bartlett School of Planning","E & FN Spon",1,0.7246376811594203
"Bartlett School of Planning","Longman",1,0.7246376811594203
"Geography","Allen Lane",2,0.2724795640326976
"Geography","Vintage Books",2,0.2724795640326976
"Geography","Polity Press",7,0.9536784741144414
"Geography","Routledge",128,17.438692098092645
"Geography","Chatto & Windus",2,0.2724795640326976
"Geography","Penguin",11,1.4986376021798364
"Geography","Cambridge University Press",61,8.310626702997276
"Geography","Yale University Press",6,0.8174386920980926
"Geography","Avebury",1,0.1362397820163488
"Geography","Princeton University Press",8,1.0899182561307903
"Geography","UCL Press",1,0.1362397820163488
"Geography","Berg Publishers",2,0.2724795640326976
"Geography","Sage Publications Ltd",13,1.771117166212534
"Geography","Penguin Books",1,0.1362397820163488
"Geography","Bodley Head",3,0.4087193460490463
"Geography","E. Arnold",5,0.6811989100817438
"Geography","Oxford University Press",41,5.5858310626703
"Geography","Oxford University Press, USA",4,0.5449591280653951
"Geography","Longman",14,1.9073569482288828
"Geography","Manchester University Press",8,1.0899182561307903
"Geography","Prentice Hall",10,1.3623978201634876
"Geography","Longman Scientific & Technical",5,0.6811989100817438
"Geography","McGraw-Hill",9,1.2261580381471389
"Geography","Pearson/Prentice Hall",1,0.1362397820163488
"Geography","Butterworth Heinemann, in association with the Open University",1,0.1362397820163488
"Geography","Butterworth-Heinemann",2,0.2724795640326976
"Geography","Pearson Prentice Hall",1,0.1362397820163488
"Geography","Chapman & Hall",5,0.6811989100817438
"Geography","Blackwell Pub",8,1.0899182561307903
"Geography","Open University Press / McGraw Hill",1,0.1362397820163488
"Geography","Verso",11,1.4986376021798364
"Geography","Sage",6,0.8174386920980926
"Geography","Polity",14,1.9073569482288828
"Geography","Wiley-Blackwell",8,1.0899182561307903
"Geography","Fontana Press",1,0.1362397820163488
"Geography","University of Minnesota Press",11,1.4986376021798364
"Geography","Routledge & Kegan Paul",1,0.1362397820163488
"Geography","Ashgate",14,1.9073569482288828
"Geography","Ashgate Pub",3,0.4087193460490463
"Geography","Earthscan Publications",5,0.6811989100817438
"Geography","Hodder Arnold",1,0.1362397820163488
"Geography","Earthscan",7,0.9536784741144414
"Geography","Edward Elgar Pub",1,0.1362397820163488
"Geography","Edward Arnold",2,0.2724795640326976
"Geography","Arnold",2,0.2724795640326976
"Geography","Rowman & Littlefield",1,0.1362397820163488
"Geography","University of Chicago Press",4,0.5449591280653951
"Geography","Athlone Press",2,0.2724795640326976
"Geography","University of California Press",4,0.5449591280653951
"Geography","Methuen",4,0.5449591280653951
"Geography","Harvard University Press",3,0.4087193460490463
"Geography","MIT Press",10,1.3623978201634876
"Geography","Spon",3,0.4087193460490463
"Geography","Waveland Pr Inc",1,0.1362397820163488
"Geography","Macmillan",3,0.4087193460490463
"Geography","Institute of British Geographers",1,0.1362397820163488
"Geography","Wiley",30,4.087193460490464
"Geography","Unesco",2,0.2724795640326976
"Geography","Unwin Hyman",1,0.1362397820163488
"Geography","Pearson Education Canada",1,0.1362397820163488
"Geography","Academic Press",7,0.9536784741144414
"Geography","I.B. Tauris",2,0.2724795640326976
"Geography","British Broadcasting Corporation",1,0.1362397820163488
"Geography","Blackwell",5,0.6811989100817438
"Geography","Chatto and Windus",1,0.1362397820163488
"Geography","Johns Hopkins University Press",4,0.5449591280653951
"Geography","Guilford Press",2,0.2724795640326976
"Geography","Reaktion Books",2,0.2724795640326976
"Geography","Continuum",5,0.6811989100817438
"Geography","Cornell University Press",2,0.2724795640326976
"Geography","Croom Helm",4,0.5449591280653951
"Geography","Stanford University Press",5,0.6811989100817438
"Geography","Clarendon Press",2,0.2724795640326976
"Geography","Duke University Press",2,0.2724795640326976
"Geography","John Wiley & Sons",6,0.8174386920980926
"Geography","Policy Press",1,0.1362397820163488
